Image file-/home/jovyan/data/stl10/test/0_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4077_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4083_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4093_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4105_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4124_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4148_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4153_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4157_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4161_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4173_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4175_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4182_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4185_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4219_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4223_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4232_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4234_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4243_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4244_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4249_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4251_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4253_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4254_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4271_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4274_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4276_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4295_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4296_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4302_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4321_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4333_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4337_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4341_7.png; Fence
Image file-/home/jovyan/data/stl10/test/4344_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4347_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4369_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4393_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4397_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4404_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4411_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4414_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4416_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4421_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4426_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4429_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4430_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4431_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4432_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4451_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4466_7.png; Cow
Image file-/home/jovyan/data/stl10/test/4469_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/4476_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4492_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4498_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/4500_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4504_7.png; Foal
Image file-/home/jovyan/data/stl10/test/4505_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4506_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4517_7.png; Cart
Image file-/home/jovyan/data/stl10/test/4519_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4520_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4534_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/4542_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4543_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4564_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4566_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4569_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4604_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4613_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/4620_7.png; Knight
Image file-/home/jovyan/data/stl10/test/4641_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/4650_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4652_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4653_7.png; Donkey
Image file-/home/jovyan/data/stl10/test/4670_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4679_7.png; Knight
Image file-/home/jovyan/data/stl10/test/4684_7.png; Cows
Image file-/home/jovyan/data/stl10/test/4685_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4688_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4691_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4692_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/4705_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4716_7.png; Cart
Image file-/home/jovyan/data/stl10/test/4731_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4734_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4744_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4745_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4746_7.png; Answer: Pony
Image file-/home/jovyan/data/stl10/test/4754_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4759_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4765_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4788_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4796_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4798_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4800_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4810_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4811_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4817_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4822_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4826_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4827_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4863_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4866_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/4869_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4872_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4875_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4880_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4891_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4895_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/4920_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4928_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4968_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/4977_7.png; Horse
Image file-/home/jovyan/data/stl10/test/4996_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5008_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5014_7.png; Cow
Image file-/home/jovyan/data/stl10/test/5036_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5046_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5069_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5072_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5081_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5082_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5084_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5096_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5115_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5121_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5125_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5152_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5187_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5202_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5208_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5209_7.png; Knight
Image file-/home/jovyan/data/stl10/test/5216_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5248_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5254_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5275_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5285_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5291_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5309_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5313_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5315_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5336_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5352_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5354_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5382_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5385_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5391_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5404_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5408_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5409_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/5414_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5432_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5439_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5442_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5443_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5446_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5449_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5489_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5523_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5537_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5539_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5543_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5547_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5554_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5559_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5580_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5589_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5627_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5633_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5640_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5668_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5704_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5706_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5722_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5729_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5732_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/5737_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5740_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5748_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5777_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5779_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5781_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5782_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5812_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5827_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5841_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5842_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5843_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5844_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5847_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5854_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5857_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5858_7.png; Answer: Pony
Image file-/home/jovyan/data/stl10/test/5877_7.png; Camel
Image file-/home/jovyan/data/stl10/test/5887_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5894_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5902_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5920_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5925_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/5928_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5935_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5939_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5967_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5968_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5970_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5986_7.png; Horse
Image file-/home/jovyan/data/stl10/test/5988_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/5992_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6032_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6039_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/6042_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6051_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6054_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6056_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6081_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6085_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6103_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6104_7.png; Foal
Image file-/home/jovyan/data/stl10/test/6107_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6116_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6118_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6124_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6138_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6151_7.png; Answer: Pony
Image file-/home/jovyan/data/stl10/test/6154_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6203_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6206_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6222_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6227_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6233_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6238_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/6242_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6243_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6247_7.png; Rider
Image file-/home/jovyan/data/stl10/test/6250_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6259_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6266_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6267_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6285_7.png; Answer: Horses
Image file-/home/jovyan/data/stl10/test/6300_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6304_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6309_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6315_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6316_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6329_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6361_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6363_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6381_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6398_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6403_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6411_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6416_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6418_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6427_7.png; Cowboy
Image file-/home/jovyan/data/stl10/test/6460_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6485_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6512_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6516_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6517_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6520_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6529_7.png; Fence
Image file-/home/jovyan/data/stl10/test/6531_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6544_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6550_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6559_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6576_7.png; Sure! Here\s my answer:\n\nAnswer: Horse
Image file-/home/jovyan/data/stl10/test/6582_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6596_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6614_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6642_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6666_7.png; Eye
Image file-/home/jovyan/data/stl10/test/6668_7.png; Answer: Plow
Image file-/home/jovyan/data/stl10/test/6676_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6693_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6694_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6713_7.png; Carriage
Image file-/home/jovyan/data/stl10/test/6736_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6741_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6745_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6746_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6754_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6756_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6771_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6778_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6784_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/6790_7.png; Answer: Horse
Image file-/home/jovyan/data/stl10/test/6800_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6802_7.png; Horse
Image file-/home/jovyan/data/stl10/test/6816_7.png; Horse
